advertiser_id,marketplace_id,time_window_start,timedata_pst,campaign_id,ad_group_id,ad_id,asin ,keyword_id,keyword_text,placement,currency,cost,impressions,clicks,attributed_sales_7d,attributed_conversions_7d,attributed_units_ordered_7d
ADVER_1,MARKET_99,09-07-2023 10:00,22-07-2023 21:30,363748908938.00,478076800960328.00,506751427269315.00,,430914570498767.00,twin mattress,Top of Search on-Amazon,USD,0,4,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,23-07-2023 21:30,363748908938.00,478076800960328.00,506751427269315.00,,527273234775302.00,full size mattress,Detail Page on-Amazon,USD,0,1,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,24-07-2023 21:30,363748908938.00,478076800960328.00,506751427269315.00,,527273234775302.00,full size mattress,Other on-Amazon,USD,2.4,57,1,,,
ADVER_1,MARKET_99,09-07-2023 10:00,25-07-2023 21:30,363748908938.00,478076800960328.00,506751427269315.00,,527273234775302.00,full size mattress,Top of Search on-Amazon,USD,0,1,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,26-07-2023 21:30,363748908938.00,478076800960328.00,506751427269315.00,,548150296938353.00,queen mattresses,Detail Page on-Amazon,USD,0,16,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,27-07-2023 21:30,363748908938.00,478076800960328.00,506751427269315.00,,548150296938353.00,queen mattresses,Other on-Amazon,USD,0,21,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,28-07-2023 21:30,363748908938.00,478076800960328.00,506751427269315.00,,548150296938353.00,queen mattresses,Top of Search on-Amazon,USD,0,6,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,29-07-2023 21:30,363748908938.00,478076800960328.00,508786656292608.00,,316935714889859.00,full mattress,Detail Page on-Amazon,USD,0,1,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,30-07-2023 21:30,363748908938.00,478076800960328.00,508786656292608.00,,316935714889859.00,full mattress,Other on-Amazon,USD,0,1,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,31-07-2023 21:30,363748908938.00,478076800960328.00,514760812897103.00,,316935714889859.00,full mattress,Detail Page on-Amazon,USD,0,12,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,01-08-2023 21:30,363748908938.00,478076800960328.00,514760812897103.00,,316935714889859.00,full mattress,Other on-Amazon,USD,13.11,148,6,,,
ADVER_1,MARKET_99,09-07-2023 10:00,02-08-2023 21:30,363748908938.00,478076800960328.00,514760812897103.00,,316935714889859.00,full mattress,Top of Search on-Amazon,USD,112.32,368,45,337,2,2
ADVER_1,MARKET_99,09-07-2023 10:00,03-08-2023 21:30,363748908938.00,478076800960328.00,514760812897103.00,,349551201110879.00,twin xl mattress,Other on-Amazon,USD,7.2,120,3,,,
ADVER_1,MARKET_99,09-07-2023 10:00,04-08-2023 21:30,363748908938.00,478076800960328.00,514760812897103.00,,349551201110879.00,twin xl mattress,Top of Search on-Amazon,USD,35.21,129,14,,,
ADVER_1,MARKET_99,09-07-2023 10:00,05-08-2023 21:30,363748908938.00,478076800960328.00,514760812897103.00,,430914570498767.00,twin mattress,Detail Page on-Amazon,USD,2.86,205,2,,,
ADVER_1,MARKET_99,09-07-2023 10:00,06-08-2023 21:30,363748908938.00,478076800960328.00,514760812897103.00,,430914570498767.00,twin mattress,Other on-Amazon,USD,50.77,611,22,253.3799902,3,3
ADVER_1,MARKET_99,09-07-2023 10:00,07-08-2023 21:30,363748908938.00,478076800960328.00,514760812897103.00,,430914570498767.00,twin mattress,Top of Search on-Amazon,USD,384.13,1482,155,3909.180103,35,45
ADVER_1,MARKET_99,09-07-2023 10:00,08-08-2023 21:30,363748908938.00,478076800960328.00,514760812897103.00,,527273234775302.00,full size mattress,Other on-Amazon,USD,13.41,280,6,295,1,1
ADVER_1,MARKET_99,09-07-2023 10:00,09-08-2023 21:30,363748908938.00,478076800960328.00,514760812897103.00,,527273234775302.00,full size mattress,Top of Search on-Amazon,USD,383.9,1179,155,1020.920034,9,9
ADVER_1,MARKET_99,09-07-2023 10:00,10-08-2023 21:30,363748908938.00,478076800960328.00,514760812897103.00,,548150296938353.00,queen mattresses,Detail Page on-Amazon,USD,0,126,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,11-08-2023 21:30,363748908938.00,478076800960328.00,514760812897103.00,,548150296938353.00,queen mattresses,Other on-Amazon,USD,70.28,1100,31,,,
ADVER_1,MARKET_99,09-07-2023 10:00,12-08-2023 21:30,363748908938.00,478076800960328.00,514760812897103.00,,548150296938353.00,queen mattresses,Top of Search on-Amazon,USD,90.47,451,36,189,1,1
ADVER_1,MARKET_99,09-07-2023 10:00,13-08-2023 21:30,363748908938.00,478076800960328.00,516436748859241.00,,316935714889859.00,full mattress,Other on-Amazon,USD,0,1,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,14-08-2023 21:30,363748908938.00,478076800960328.00,516436748859241.00,,349551201110879.00,twin xl mattress,Other on-Amazon,USD,0,1,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,15-08-2023 21:30,363748908938.00,478076800960328.00,516436748859241.00,,430914570498767.00,twin mattress,Other on-Amazon,USD,0,2,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,16-08-2023 21:30,363748908938.00,478076800960328.00,516436748859241.00,,548150296938353.00,queen mattresses,Detail Page on-Amazon,USD,1.63,158,1,,,
ADVER_1,MARKET_99,09-07-2023 10:00,17-08-2023 21:30,363748908938.00,478076800960328.00,516436748859241.00,,548150296938353.00,queen mattresses,Other on-Amazon,USD,0,8,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,18-08-2023 21:30,363748908938.00,478076800960328.00,516436748859241.00,,548150296938353.00,queen mattresses,Top of Search on-Amazon,USD,0,2,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,19-08-2023 21:30,363748908938.00,478076800960328.00,519214490612485.00,,316935714889859.00,full mattress,Detail Page on-Amazon,USD,0,21,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,20-08-2023 21:30,363748908938.00,478076800960328.00,519214490612485.00,,316935714889859.00,full mattress,Other on-Amazon,USD,0,2,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,21-08-2023 21:30,363748908938.00,478076800960328.00,519214490612485.00,,527273234775302.00,full size mattress,Detail Page on-Amazon,USD,0,29,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,22-08-2023 21:30,363748908938.00,478076800960328.00,522788618094020.00,,316935714889859.00,full mattress,Detail Page on-Amazon,USD,0,17,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,23-08-2023 21:30,363748908938.00,478076800960328.00,522788618094020.00,,316935714889859.00,full mattress,Other on-Amazon,USD,0,9,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,24-08-2023 21:30,363748908938.00,478076800960328.00,522788618094020.00,,349551201110879.00,twin xl mattress,Detail Page on-Amazon,USD,4.7,421,2,,,
ADVER_1,MARKET_99,09-07-2023 10:00,25-08-2023 21:30,363748908938.00,478076800960328.00,522788618094020.00,,349551201110879.00,twin xl mattress,Other on-Amazon,USD,0,10,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,26-08-2023 21:30,363748908938.00,478076800960328.00,522788618094020.00,,349551201110879.00,twin xl mattress,Top of Search on-Amazon,USD,0,3,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,27-08-2023 21:30,363748908938.00,478076800960328.00,522788618094020.00,,430914570498767.00,twin mattress,Detail Page on-Amazon,USD,0,742,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,28-08-2023 21:30,363748908938.00,478076800960328.00,522788618094020.00,,430914570498767.00,twin mattress,Other on-Amazon,USD,0,10,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,29-08-2023 21:30,363748908938.00,478076800960328.00,522788618094020.00,,527273234775302.00,full size mattress,Detail Page on-Amazon,USD,2.4,146,1,,,
ADVER_1,MARKET_99,09-07-2023 10:00,30-08-2023 21:30,363748908938.00,478076800960328.00,522788618094020.00,,527273234775302.00,full size mattress,Other on-Amazon,USD,0,11,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,31-08-2023 21:30,363748908938.00,478076800960328.00,522788618094020.00,,548150296938353.00,queen mattresses,Detail Page on-Amazon,USD,0,63,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,01-09-2023 21:30,363748908938.00,478076800960328.00,522788618094020.00,,548150296938353.00,queen mattresses,Other on-Amazon,USD,0,15,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,02-09-2023 21:30,363748908938.00,478076800960328.00,526701940056980.00,,316935714889859.00,full mattress,Detail Page on-Amazon,USD,0,190,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,03-09-2023 21:30,363748908938.00,478076800960328.00,526701940056980.00,,527273234775302.00,full size mattress,Detail Page on-Amazon,USD,0,14,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,04-09-2023 21:30,363748908938.00,478076800960328.00,532195428435596.00,,316935714889859.00,full mattress,Detail Page on-Amazon,USD,0,10,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,05-09-2023 21:30,363748908938.00,478076800960328.00,532195428435596.00,,527273234775302.00,full size mattress,Detail Page on-Amazon,USD,0,6,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,06-09-2023 21:30,363748908938.00,478076800960328.00,532195428435596.00,,527273234775302.00,full size mattress,Other on-Amazon,USD,0,1,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,07-09-2023 21:30,363748908938.00,478076800960328.00,536341636698813.00,,316935714889859.00,full mattress,Other on-Amazon,USD,0,3,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,08-09-2023 21:30,363748908938.00,478076800960328.00,536341636698813.00,,349551201110879.00,twin xl mattress,Other on-Amazon,USD,0,2,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,09-09-2023 21:30,363748908938.00,478076800960328.00,536341636698813.00,,430914570498767.00,twin mattress,Detail Page on-Amazon,USD,0,194,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,10-09-2023 21:30,363748908938.00,478076800960328.00,536341636698813.00,,430914570498767.00,twin mattress,Other on-Amazon,USD,0,16,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,11-09-2023 21:30,363748908938.00,478076800960328.00,536341636698813.00,,430914570498767.00,twin mattress,Top of Search on-Amazon,USD,0,2,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,12-09-2023 21:30,363748908938.00,478076800960328.00,536341636698813.00,,527273234775302.00,full size mattress,Other on-Amazon,USD,0,2,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,13-09-2023 21:30,363748908938.00,478076800960328.00,536341636698813.00,,548150296938353.00,queen mattresses,Other on-Amazon,USD,0,7,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,14-09-2023 21:30,363748908938.00,478076800960328.00,536341636698813.00,,548150296938353.00,queen mattresses,Top of Search on-Amazon,USD,0,1,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,15-09-2023 21:30,363748908938.00,478076800960328.00,537542440130269.00,,316935714889859.00,full mattress,Detail Page on-Amazon,USD,0,447,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,16-09-2023 21:30,363748908938.00,478076800960328.00,537542440130269.00,,316935714889859.00,full mattress,Other on-Amazon,USD,0,6,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,17-09-2023 21:30,363748908938.00,478076800960328.00,537542440130269.00,,430914570498767.00,twin mattress,Detail Page on-Amazon,USD,0,9,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,18-09-2023 21:30,363748908938.00,478076800960328.00,537542440130269.00,,430914570498767.00,twin mattress,Other on-Amazon,USD,0,1,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,19-09-2023 21:30,363748908938.00,478076800960328.00,537542440130269.00,,527273234775302.00,full size mattress,Detail Page on-Amazon,USD,0,462,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,20-09-2023 21:30,363748908938.00,478076800960328.00,537542440130269.00,,527273234775302.00,full size mattress,Other on-Amazon,USD,0,2,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,21-09-2023 21:30,363748908938.00,478076800960328.00,537542440130269.00,,548150296938353.00,queen mattresses,Detail Page on-Amazon,USD,0,32,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,22-09-2023 21:30,363748908938.00,478076800960328.00,537542440130269.00,,548150296938353.00,queen mattresses,Other on-Amazon,USD,0,6,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,23-09-2023 21:30,363748908938.00,478076800960328.00,537542440130269.00,,548150296938353.00,queen mattresses,Top of Search on-Amazon,USD,0,1,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,24-09-2023 21:30,363748908938.00,478076800960328.00,545486916669212.00,,316935714889859.00,full mattress,Detail Page on-Amazon,USD,0,9,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,25-09-2023 21:30,363748908938.00,478076800960328.00,545486916669212.00,,316935714889859.00,full mattress,Other on-Amazon,USD,0,2,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,26-09-2023 21:30,363748908938.00,478076800960328.00,545486916669212.00,,527273234775302.00,full size mattress,Detail Page on-Amazon,USD,0,15,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,27-09-2023 21:30,363748908938.00,478076800960328.00,545486916669212.00,,527273234775302.00,full size mattress,Other on-Amazon,USD,2.33,7,1,,,
ADVER_1,MARKET_99,09-07-2023 10:00,28-09-2023 21:30,363748908938.00,478076800960328.00,545486916669212.00,,527273234775302.00,full size mattress,Top of Search on-Amazon,USD,0,1,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,29-09-2023 21:30,363748908938.00,478076800960328.00,545486916669212.00,,548150296938353.00,queen mattresses,Detail Page on-Amazon,USD,2.4,13,1,,,
ADVER_1,MARKET_99,09-07-2023 10:00,30-09-2023 21:30,363748908938.00,478076800960328.00,545486916669212.00,,548150296938353.00,queen mattresses,Other on-Amazon,USD,0,20,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,01-10-2023 21:30,363748908938.00,478076800960328.00,547737554647367.00,,316935714889859.00,full mattress,Detail Page on-Amazon,USD,0,31,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,02-10-2023 21:30,363748908938.00,478076800960328.00,547737554647367.00,,316935714889859.00,full mattress,Other on-Amazon,USD,0,1,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,03-10-2023 21:30,363748908938.00,478076800960328.00,547737554647367.00,,349551201110879.00,twin xl mattress,Detail Page on-Amazon,USD,0,11,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,04-10-2023 21:30,363748908938.00,478076800960328.00,547737554647367.00,,349551201110879.00,twin xl mattress,Other on-Amazon,USD,0,1,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,05-10-2023 21:30,363748908938.00,478076800960328.00,547737554647367.00,,430914570498767.00,twin mattress,Detail Page on-Amazon,USD,0,10,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,06-10-2023 21:30,363748908938.00,478076800960328.00,547737554647367.00,,430914570498767.00,twin mattress,Other on-Amazon,USD,0,1,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,07-10-2023 21:30,363748908938.00,478076800960328.00,547737554647367.00,,527273234775302.00,full size mattress,Detail Page on-Amazon,USD,0,12,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,08-10-2023 21:30,363748908938.00,478076800960328.00,547737554647367.00,,527273234775302.00,full size mattress,Other on-Amazon,USD,0,1,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,09-10-2023 21:30,363748908938.00,478076800960328.00,547737554647367.00,,548150296938353.00,queen mattresses,Detail Page on-Amazon,USD,4.8,262,2,378,2,2
ADVER_1,MARKET_99,09-07-2023 10:00,10-10-2023 21:30,363748908938.00,478076800960328.00,547737554647367.00,,548150296938353.00,queen mattresses,Other on-Amazon,USD,0,8,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,11-10-2023 21:30,363748908938.00,478076800960328.00,549862951930232.00,,349551201110879.00,twin xl mattress,Detail Page on-Amazon,USD,0,43,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,12-10-2023 21:30,363748908938.00,478076800960328.00,549862951930232.00,,349551201110879.00,twin xl mattress,Other on-Amazon,USD,0,6,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,13-10-2023 21:30,363748908938.00,478076800960328.00,549862951930232.00,,430914570498767.00,twin mattress,Detail Page on-Amazon,USD,0,27,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,14-10-2023 21:30,363748908938.00,478076800960328.00,549862951930232.00,,430914570498767.00,twin mattress,Other on-Amazon,USD,0,9,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,15-10-2023 21:30,363748908938.00,478076800960328.00,549862951930232.00,,527273234775302.00,full size mattress,Other on-Amazon,USD,0,2,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,16-10-2023 21:30,363748908938.00,478076800960328.00,549862951930232.00,,548150296938353.00,queen mattresses,Other on-Amazon,USD,0,5,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,17-10-2023 21:30,363748908938.00,478076800960328.00,551339125469000.00,,316935714889859.00,full mattress,Detail Page on-Amazon,USD,0,3,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,18-10-2023 21:30,363748908938.00,478076800960328.00,551339125469000.00,,316935714889859.00,full mattress,Other on-Amazon,USD,0,26,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,19-10-2023 21:30,363748908938.00,478076800960328.00,551339125469000.00,,349551201110879.00,twin xl mattress,Other on-Amazon,USD,0,15,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,20-10-2023 21:30,363748908938.00,478076800960328.00,551339125469000.00,,349551201110879.00,twin xl mattress,Top of Search on-Amazon,USD,0,2,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,21-10-2023 21:30,363748908938.00,478076800960328.00,551339125469000.00,,430914570498767.00,twin mattress,Other on-Amazon,USD,0,45,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,22-10-2023 21:30,363748908938.00,478076800960328.00,551339125469000.00,,527273234775302.00,full size mattress,Detail Page on-Amazon,USD,0,72,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,23-10-2023 21:30,363748908938.00,478076800960328.00,551339125469000.00,,527273234775302.00,full size mattress,Other on-Amazon,USD,0,83,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,24-10-2023 21:30,363748908938.00,478076800960328.00,551339125469000.00,,527273234775302.00,full size mattress,Top of Search on-Amazon,USD,0,13,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,25-10-2023 21:30,363748908938.00,478076800960328.00,551339125469000.00,,548150296938353.00,queen mattresses,Detail Page on-Amazon,USD,0,1,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,26-10-2023 21:30,363748908938.00,478076800960328.00,551339125469000.00,,548150296938353.00,queen mattresses,Other on-Amazon,USD,0,79,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,27-10-2023 21:30,363748908938.00,478076800960328.00,551339125469000.00,,548150296938353.00,queen mattresses,Top of Search on-Amazon,USD,0,8,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,28-10-2023 21:30,363748908938.00,478076800960328.00,552563693943883.00,,316935714889859.00,full mattress,Detail Page on-Amazon,USD,0,59,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,29-10-2023 21:30,363748908938.00,478076800960328.00,552563693943883.00,,316935714889859.00,full mattress,Other on-Amazon,USD,0,3,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,30-10-2023 21:30,363748908938.00,478076800960328.00,552563693943883.00,,316935714889859.00,full mattress,Top of Search on-Amazon,USD,0,1,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,31-10-2023 21:30,363748908938.00,478076800960328.00,552563693943883.00,,349551201110879.00,twin xl mattress,Other on-Amazon,USD,0,5,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,01-11-2023 21:30,363748908938.00,478076800960328.00,552563693943883.00,,430914570498767.00,twin mattress,Detail Page on-Amazon,USD,0,1,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,02-11-2023 21:30,363748908938.00,478076800960328.00,552563693943883.00,,430914570498767.00,twin mattress,Other on-Amazon,USD,0,2,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,03-11-2023 21:30,363748908938.00,478076800960328.00,552563693943883.00,,527273234775302.00,full size mattress,Detail Page on-Amazon,USD,0,40,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,04-11-2023 21:30,363748908938.00,478076800960328.00,552563693943883.00,,527273234775302.00,full size mattress,Other on-Amazon,USD,0,5,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,05-11-2023 21:30,363748908938.00,478076800960328.00,552563693943883.00,,548150296938353.00,queen mattresses,Detail Page on-Amazon,USD,0,4,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,06-11-2023 21:30,363748908938.00,478076800960328.00,552563693943883.00,,548150296938353.00,queen mattresses,Other on-Amazon,USD,0,3,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,07-11-2023 21:30,363748908938.00,478076800960328.00,552563693943883.00,,548150296938353.00,queen mattresses,Top of Search on-Amazon,USD,0,1,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,08-11-2023 21:30,363748908938.00,478076800960328.00,557952502774362.00,,316935714889859.00,full mattress,Detail Page on-Amazon,USD,0,39,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,09-11-2023 21:30,363748908938.00,478076800960328.00,557952502774362.00,,316935714889859.00,full mattress,Other on-Amazon,USD,0,12,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,10-11-2023 21:30,363748908938.00,478076800960328.00,557952502774362.00,,316935714889859.00,full mattress,Top of Search on-Amazon,USD,2.52,9,1,,,
ADVER_1,MARKET_99,09-07-2023 10:00,11-11-2023 21:30,363748908938.00,478076800960328.00,557952502774362.00,,430914570498767.00,twin mattress,Other on-Amazon,USD,0,7,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,12-11-2023 21:30,363748908938.00,478076800960328.00,557952502774362.00,,527273234775302.00,full size mattress,Detail Page on-Amazon,USD,0,40,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,13-11-2023 21:30,363748908938.00,478076800960328.00,557952502774362.00,,527273234775302.00,full size mattress,Other on-Amazon,USD,2.12,20,1,,,
ADVER_1,MARKET_99,09-07-2023 10:00,14-11-2023 21:30,363748908938.00,478076800960328.00,557952502774362.00,,527273234775302.00,full size mattress,Top of Search on-Amazon,USD,2.52,6,1,,,
ADVER_1,MARKET_99,09-07-2023 10:00,15-11-2023 21:30,363748908938.00,478076800960328.00,557952502774362.00,,548150296938353.00,queen mattresses,Detail Page on-Amazon,USD,0,2,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,16-11-2023 21:30,363748908938.00,478076800960328.00,557952502774362.00,,548150296938353.00,queen mattresses,Other on-Amazon,USD,9.46,35,4,,,
ADVER_1,MARKET_99,09-07-2023 10:00,17-11-2023 21:30,363748908938.00,478076800960328.00,557952502774362.00,,548150296938353.00,queen mattresses,Top of Search on-Amazon,USD,2.52,9,1,,,
ADVER_1,MARKET_99,09-07-2023 10:00,18-11-2023 21:30,363748908938.00,478076800960328.00,559432869979576.00,,316935714889859.00,full mattress,Other on-Amazon,USD,0,1,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,19-11-2023 21:30,363748908938.00,478076800960328.00,559432869979576.00,,527273234775302.00,full size mattress,Other on-Amazon,USD,0,2,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,20-11-2023 21:30,363748908938.00,478076800960328.00,559432869979576.00,,527273234775302.00,full size mattress,Top of Search on-Amazon,USD,0,1,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,21-11-2023 21:30,363748908938.00,478076800960328.00,559432869979576.00,,548150296938353.00,queen mattresses,Detail Page on-Amazon,USD,0,34,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,22-11-2023 21:30,363748908938.00,478076800960328.00,559432869979576.00,,548150296938353.00,queen mattresses,Other on-Amazon,USD,0,13,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,23-11-2023 21:30,363748908938.00,478076800960328.00,559432869979576.00,,548150296938353.00,queen mattresses,Top of Search on-Amazon,USD,0,1,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,24-11-2023 21:30,363748908938.00,478076800960328.00,560743433840830.00,,316935714889859.00,full mattress,Detail Page on-Amazon,USD,0,3,0,,,
ADVER_1,MARKET_99,09-07-2023 10:00,25-11-2023 21:30,363748908938.00,478076800960328.00,560743433840830.00,,349551201110879.00,twin xl mattress,Detail Page on-Amazon,USD,0,1,0,,,
